2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,1
2020-02-26,1
2020-02-27,1
2020-02-28,1
2020-02-29,1
2020-03-01,3
2020-03-02,5
2020-03-03,8
2020-03-04,17
2020-03-05,17
2020-03-06,17
2020-03-07,19
2020-03-08,20
2020-03-09,20
2020-03-10,20
2020-03-11,12
2020-03-12,14
2020-03-13,14
2020-03-14,26
2020-03-15,40
2020-03-16,46
2020-03-17,46
2020-03-18,36
2020-03-19,49
2020-03-20,51
2020-03-21,59
2020-03-22,119
2020-03-23,148
2020-03-24,221
2020-03-25,216
2020-03-26,313
2020-03-27,354
2020-03-28,394
2020-03-29,449
2020-03-30,512
2020-03-31,626
2020-04-01,728
2020-04-02,839
2020-04-03,1004
2020-04-04,1031
2020-04-05,1078
2020-04-06,1160
2020-04-07,1162
2020-04-08,1130
2020-04-09,1084
2020-04-10,1100
2020-04-11,1090
2020-04-12,1030
2020-04-13,1069
2020-04-14,1053
2020-04-15,1116
2020-04-16,1137
2020-04-17,1208
2020-04-18,1273
2020-04-19,1207
2020-04-20,1235
2020-04-21,1267
2020-04-22,1304
2020-04-23,1245
2020-04-24,1304
2020-04-25,1358
2020-04-26,1449
2020-04-27,1527
2020-04-28,1561
2020-04-29,1702
2020-04-30,1777
2020-05-01,1880
2020-05-02,1964
2020-05-03,2075
2020-05-04,2185
2020-05-05,2301
2020-05-06,2324
2020-05-07,2376
2020-05-08,2414
2020-05-09,2518
2020-05-10,2543
2020-05-11,2543
2020-05-12,2554
2020-05-13,2673
2020-05-14,2755
2020-05-15,2822
2020-05-16,2870
2020-05-17,2964
2020-05-18,3021
2020-05-19,3070
2020-05-20,3006
2020-05-21,3091
2020-05-22,3080
2020-05-23,3095
2020-05-24,3128
2020-05-25,3147
2020-05-26,3162
2020-05-27,3105
2020-05-28,3090
2020-05-29,3074
2020-05-30,3072
2020-05-31,2993
2020-06-01,2958
2020-06-02,2892
2020-06-03,2842
2020-06-04,2853
2020-06-05,2792
2020-06-06,2721
2020-06-07,2730
2020-06-08,2751
